Tipo de Carta,Nombre de Carta,Texto de la Carta,Tipo de Magia,Tipo de Trampa,Tipo de Monstruo,Atributo,Nivel/Rango/Escala/Enlace,ATK,DEF,Fecha de Publicación de la Carta,Rareza,Método de Obtención
Trampa,Bloque del Templo de Huesos,"Descarta 1 carta. Invoca de Modo Especial 1 monstruo de Nivel 4 o menor desde el Cementerio de tu adversario a tu Campo, y tu adversario Invoca de Modo Especial 1 monstruo de Nivel 4 o menor desde tu Cementerio a su Campo. Ambos monstruos son destruidos durante la End Phase del próximo turno.",#,Normal,#,#,-1,-1,-1,29/08/2017,R,Gratis
Trampa,Derecho de Nacimiento,"Selecciona 1 Monstruo Normal de tu Cementerio e Invócalo de modo Especial en Posición de Ataque boca arriba. Cuando esta carta sea retirada del Campo, destruye ese monstruo. Cuando ese monstruo sea retirado del Campo, destruye esta carta.",#,Continua,#,#,-1,-1,-1,18/10/2017,SR,Caja Mini
Trampa,Escudo Drenador,"Cuando un monstruo de tu adversario declara un ataque: selecciona al monstruo atacante; niega ese ataque y, si lo haces, gana LP iguales al ATK del objetivo.",#,Normal,#,#,-1,-1,-1,18/10/2017,SR,Caja Mini
Trampa,Pared de Disrupcion,Cuando un monstruo de tu adversario declara un ataque: todos los monstruos en Posición de Ataque que controle tu adversario pierden 800 ATK por cada monstruo que controle.,#,Normal,#,#,-1,-1,-1,18/10/2017,SR,Caja Mini
Trampa,Ataque Impenetrable,"Durante la Battle Phase, activa 1 de estos efectos. -Selecciona 1 monstruo en el Campo; éste no puede ser destruido en batalla o por efectos de cartas durante esta Battle Phase. -No recibes daño de batalla durante esta Battle Phase.",#,Normal,#,#,-1,-1,-1,07/11/2017,SR,Caja Grande
Trampa,Pulso Triramide,"Una vez por turno: puedes desterrar 2 cartas en tu Cementerio (cualquier combinación de monstruos de Tipo Roca o Cartas Mágicas de Campo), y después activar 1 de estos efectos; -Selecciona otra carta boca arriba en el Campo; destrúyela. -Selecciona 1 monstruo de Tipo Roca en tu Cementerio; Invócalo de Modo Especial en Posición de Defensa. -Selecciona hasta 3 Cartas Mágicas de Campo en tu Cementerio; barájalas al Deck, y después roba 1 carta.",#,Continua,#,#,-1,-1,-1,17/11/2017,SR,Gratis
Trampa,Agujero Trampa de Vacio,"Cuando tu adversario Invoca de Modo Especial a uno o más monstruos con 2000 ATK o más: niega los efectos de 1 de esos monstruos con 2000 ATK o más y, si lo haces, destrúyelo.",#,Normal,#,#,-1,-1,-1,25/01/2018,SR,Caja Mini
Trampa,Ataque Sigiloso Desde el Mar,"Cuando esta carta es activada: puedes activar 1 ""Umi"" en tu mano o Cementerio. Mientras ""Umi"" está en el Campo, esta carta boca arriba gana estos efectos. -Una vez por turno: puedes desterrar 1 monstruo de AGUA que controles hasta la End Phase; este turno, las Mágicas/Trampas boca arriba que controles no pueden ser destruidas por efectos de cartas de tu adversario (aun si esta carta deja el Campo). -Al comienzo del Damage Step, si tu monstruo de AGUA cuyo Nivel original es 5 o mayor batalla con un monstruo del adversario: destruye ese monstruo del adversario.",#,Continua,#,#,-1,-1,-1,20/02/2018,SR,Caja Grande
Trampa,Canadia Paleozoico,"Selecciona 1 monstruo boca arriba que controle tu adversario; cámbialo a Posición de Defensa boca abajo. Una vez por Cadena, cuando una Carta de Trampa es activada mientras esta carta está en tu Cementerio: puedes Invocar esta carta de Modo Especial como un Monstruo Normal (Aqua/AGUA/Nivel 2/ATK 1200/DEF 0). (Esta carta NO se trata como una Trampa). Si es Invocada de esta forma, esta carta no es afectada por efectos de monstruos, y además destiérrala cuando deje el Campo.",#,Normal,#,#,-1,-1,-1,03/04/2018,UR,Caja Grande
Trampa,Techo de Agujas,Cuando hay 4 o más monstruos en el Campo: destruye todos los monstruos boca arriba.,#,Normal,#,#,-1,-1,-1,03/04/2018,UR,Caja Grande
Trampa,Reserva de Fusion,"Muestra 1 Monstruo de Fusión en tu Deck Extra y, si lo haces, añade a tu mano, desde tu Deck, 1 de los Materiales de Fusión listados en esa carta, y después puedes añadir a tu mano, 1 ""Polimerización"" en tu Cementerio.",#,Normal,#,#,-1,-1,-1,03/04/2018,SR,Caja Grande
Trampa,Embestida Amazoness,"Una vez por turno, durante la Battle Phase: puedes Invocar de Modo Especial, desde tu mano, 1 monstruo ""Amazoness"" y, si lo haces, hasta el final de este turno éste gana 500 ATK (aun si esta carta deja el Campo). Después del cálculo de daño, si tu monstruo ""Amazoness"" batalló con un monstruo del adversario mientras esta carta ya estaba boca arriba en tu Zona de Magia y Trampas: puedes desterrar ese monstruo del adversario. Si esta carta en el Campo es destruida y mandada al Cementerio: puedes seleccionar 1 monstruo ""Amazoness"" en tu Cementerio; Invócalo de Modo Especial.",#,Continua,#,#,-1,-1,-1,03/04/2018,R,Caja Grande
Trampa,Agujero Trampa Traicionero,Si no tienes Cartas de Trampa en tu Cementerio: selecciona 2 monstruos en el Campo; destruye esos objetivos,#,Normal,#,#,-1,-1,-1,01/05/2018,SR,Caja Mini
Trampa,Replica de Xing Zhen Hu,Selecciona 1 Carta Mágica/de Trampa Colocada. No puede ser activada. No se pueden activar cartas ni efectos como respuesta a esta carta.,#,Continua,#,#,-1,-1,-1,22/05/2018,UR,Caja Grande
Trampa,Ruina Generalizada,"Cuando un monstruo del adversario declara un ataque: destruye 1 monstruo en Posición de Ataque con el ATK más alto que controle tu adversario (si hay empate, eliges tú).",#,Normal,#,#,-1,-1,-1,20/06/2018,UR,Caja Mini
Trampa,Tornado de Polvo,"Selecciona 1 Mágica/Trampa que controle tu adversario; destruye ese objetivo, y después puedes Colocar 1 Mágica/Trampa en tu mano.",#,Normal,#,#,-1,-1,-1,09/07/2018,UR,Caja Grande
Trampa,Fuerza de Espejo Ahogante,Cuando un monstruo del adversario declara un ataque directo: baraja al Deck todos los monstruos en Posición de Ataque de tu adversario.,#,Normal,#,#,-1,-1,-1,27/08/2018,UR,Caja Grande
Trampa,U.A. Banquillo de Castigo,"Al comienzo del Damage Step, si tu monstruo ""U.A."" batalla con un monstruo de tu adversario: puedes desterrar a ese monstruo de tu adversario hasta la 2da. End Phase de tu adversario. Sólo puedes usar este efecto de ""U.A. Banquillo de Castigo"" una vez por turno. Puedes desterrar esta carta en tu Cementerio; añade a tu mano 1 Carta Mágica ""U.A."" en tu Deck.",#,Continua,#,#,-1,-1,-1,27/08/2018,SR,Caja Grande
Trampa,Soborno Oscuro,"Cuando tu adversario activa una Carta Mágica/de Trampa: tu adversario roba 1 carta, y además niega la activación de la Mágica/Trampa y, si lo haces, destrúyela.",#,Contra Efecto,#,#,-1,-1,-1,20/02/2019,UR,Caja Grande
Trampa,Mala Punteria,Cuando es activada una carta o efecto de tu adversario: selecciona 1 carta en el Campo (que no sea esa carta); destrúyela.,#,Normal,#,#,-1,-1,-1,20/02/2019,SR,Caja Grande
Trampa,Prision Dimensional,Cuando un monstruo del adversario declara un ataque: selecciona ese monstruo atacante; destierra ese objetivo.,#,Normal,#,#,-1,-1,-1,12/03/2019,UR,Caja Mini
Trampa,Seis Estilos - Dos Armas,"Si el único monstruo que controlas es 1 monstruo ""Seis Samuráis"" en Posición de Ataque boca arriba: selecciona 2 cartas que controle tu adversario; devuelve esos objetivos a la mano.",#,Normal,#,#,-1,-1,-1,31/03/2019,SR,Caja Grande
Trampa,Tecnica de la Espada de Doble Filo,"Selecciona 2 monstruos ""Seis Samuráis"" en tu Cementerio; Invoca esos objetivos de Modo Especial en Posición de Ataque boca arriba. Durante la End Phase de este turno, destrúyelos y, si lo haces, recibe daño igual al ATK de los monstruos.",#,Normal,#,#,-1,-1,-1,31/03/2019,R,Caja Grande
Trampa,Next,"Invoca de Modo Especial cualquier cantidad de monstruos con nombres diferentes en tu mano y/o Cementerio, en Posición de Defensa, que sean todos ""HÉROE Elemental Neos"" o monstruos ""Neo Espacial"", pero niega sus efectos, y mientras controles cualquiera de esos monstruos Invocados de Modo Especial boca arriba, no puedes Invocar monstruos de Modo Especial desde el Deck Extra, excepto Monstruos de Fusión. Sólo puedes activar 1 ""NEXT"" por turno. Si no controlas cartas, puedes activar esta carta desde tu mano.",#,Normal,#,#,-1,-1,-1,17/04/2019,R,Estructura
Trampa,Intervencion Telefonica,"Cuando una Trampa es activada: niega la activación y, si lo haces, baraja esa carta al Deck.",#,Contra Efecto,#,#,-1,-1,-1,30/04/2019,SR,Caja Mini
Trampa,El Bendito Señoroscuro,"Manda al Cementerio 1 monstruo ""Señoroscuro/a"" en tu mano o boca arriba en tu Campo; hasta el final de este turno, niega los efectos de 1 Monstruo de Efecto en el Campo y, si lo haces, gana tantos LP como su ATK. Sólo puedes activar 1 ""El Bendito Señoroscuro"" por turno.",#,Normal,#,#,-1,-1,-1,30/04/2019,R,Caja Mini
Trampa,Renacimiento de Parsath,"Cuando es activada una Carta Mágica/de Trampa, o efecto de monstruo: muestra 1 Trampa de Contraefecto en tu mano, y después descarta 1 carta y paga 1000 LP; niega la activación y, si lo haces, baraja esa carta al Deck. Después, puedes Invocar de Modo Especial, desde tu Deck o Deck Extra, 1 monstruo ""Parsath"".",#,Contra Efecto,#,#,-1,-1,-1,30/04/2019,R,Caja Mini
Trampa,El Regreso de los Ojos Rojos,"Si controlas un monstruo ""Ojos Rojos"": puedes seleccionar 1 Monstruo Normal en tu Cementerio; Invócalo de Modo Especial. Si esta carta en tu posesión es destruida por el efecto de una carta del adversario y mandada a tu Cementerio: puedes seleccionar 1 monstruo ""Ojos Rojos"" en tu Cementerio; Invócalo de Modo Especial. Sólo puedes usar cada efecto de ""El Regreso de los Ojos Rojos"" una vez por turno.",#,Continua,#,#,-1,-1,-1,13/05/2019,R,Estructura
Trampa,Dimension Metafis,"Si tu adversario Invoca un monstruo de Modo Especial (excepto durante el Damage Step): puedes seleccionar 1 de tus monstruos ""Metaf"" desterrados; Invócalo de Modo Especial, pero destiérralo durante la End Phase del próximo turno. Si tu otra carta ""Metaf"" en posesión de su dueño es desterrada mientras esta carta ya está boca arriba en tu Zona de Magia y Trampas: puedes seleccionar 1 carta que controle tu adversario; destiérrala. Sólo puedes usar cada efecto de ""Dimensión Metafis"" una vez por turno.",#,Continua,#,#,-1,-1,-1,21/05/2019,UR,Caja Grande
Trampa,Batalla Final del Subterror,"Activa 1 de estos efectos y además, después de eso, Coloca esta carta boca abajo en lugar de mandarla al Cementerio. -Cambia 1 monstruo ""Subterror"" Colocado en el Campo a Posición de Ataque o Defensa boca arriba. -Cambia 1 monstruo ""Subterror"" boca arriba en el Campo a Posición de Defensa boca abajo. -Hasta el final de este turno, el ATK/DEF de 1 monstruo ""Subterror"" en el Campo se convierten en su ATK/DEF originales combinados. -Este turno, los efectos activados de cartas ""Subterror"" no pueden ser negados.",#,Normal,#,#,-1,-1,-1,21/05/2019,SR,Caja Grande
Trampa,Navegacion del Mago,"Invoca de Modo Especial, desde tu mano, 1 ""Mago Oscuro"", y después Invoca de Modo Especial, desde tu Deck, 1 monstruo de OSCURIDAD Lanzador de Conjuros de Nivel 7 o menor. Si controlas un ""Mago Oscuro"", excepto en el turno en el que esta carta fue mandada al Cementerio: puedes desterrar esta carta en tu Cementerio, y después seleccionar 1 Mágica/Trampa boca arriba que controle tu adversario; hasta el final de este turno, niega sus efectos.",#,Normal,#,#,-1,-1,-1,19/06/2019,UR,Caja Mini
Trampa,Conversion Magnetica,"Selecciona hasta 3 monstruos ""Guerrero Magnético"" de Nivel 4 o menor en tu Cementerio; añádelos a tu mano. Durante el turno de cualquier jugador, excepto el turno en que esta carta fue mandada al Cementerio: puedes desterrar esta carta en tu Cementerio, y después seleccionar 1 de tus monstruos ""Guerrero Magnético"" de Nivel 4 o menor desterrados; Invócalo de Modo Especial.",#,Normal,#,#,-1,-1,-1,19/06/2019,N,Caja Mini
Trampa,Abis-fera,"Invoca de Modo Especial, desde tu Deck, 1 monstruo ""Sirenarmado/a"". Sus efectos son negados. Mientras esta carta esté boca arriba en el Campo, no puedes activar Cartas Mágicas. Cuando esta carta deja el Campo, destruye ese monstruo. Destruye esta carta durante la próxima End Phase de tu adversario después de su activación.",#,Continua,#,#,-1,-1,-1,12/07/2019,SR,Caja Grande
Trampa,Torcer el Destino,"Sólo puedes activar esta carta si todos los monstruos boca arriba que controlas son monstruos ""Adivinadora"". Niega la activación de una Carta Mágica o de Trampa, o la Invocación Normal de un monstruo, y retira esa carta del juego. La carta retirada del juego por este efecto se devuelve a la mano de su dueño durante la End Phase.",#,Contra Efecto,#,#,-1,-1,-1,27/08/2019,SR,Gratis
Trampa,¡Union del Super Equipo Fuerza de Amigos!,"Selecciona 1 monstruo boca arriba en el Campo; Invoca 1 monstruo de Modo Especial, desde tu mano o Cementerio, con el mismo Tipo original que ese monstruo, pero con nombre original diferente. Si esta carta en la Zona de Magia y Trampas de su dueño es destruida por el efecto de una carta del adversario: puedes Colocar directamente en tu Zona de Magia y Trampas 1 ""¡Unión del Súper Equipo Fuerza de Amigos!"" en tu Deck.",#,Normal,#,#,-1,-1,-1,25/10/2019,SR,Caja Mini
Trampa,Fin del Ave Negra,"Cuando un monstruo que controla tu adversario activa su efecto: puedes mandar al Cementerio 1 monstruo ""Alanegra"" boca arriba que controles; niega la activación y, si lo haces, destrúyela, y después, puedes Invocar de Modo Especial, desde tu Deck Extra, 1 ""Dragón de Alas Negras"". Si controlas un Monstruo de Sincronía ""Alanegra"" o ""Dragón de Alas Negras"", puedes activar esta carta desde tu mano.",#,Contra Efecto,#,#,-1,-1,-1,12/11/2019,SR,Caja Grande
Trampa,Rompe Raigeki,"Descarta 1 carta, y después selecciona 1 carta en el Campo, destrúyela.",#,Normal,#,#,-1,-1,-1,12/12/2018,UR,Caja Mini
Trampa,Desaparicion en Cadena,"Cuando uno o más monstruos con 1000 ATK o menos son Invocados: destierra a ese o esos monstruos con 1000 ATK o menos, y después tu adversario destierra de su mano y Deck todas las cartas con el mismo nombre que esa o esas cartas.",#,Normal,#,#,-1,-1,-1,31/12/2019,UR,Caja Grande
Trampa,Desborde Cibernetico,"Destierra uno o más ""Ciber Dragón"" con diferentes Niveles en tu mano, Campo boca arriba y/o Cementerio, y después destruye la misma cantidad de cartas que controle tu adversario. Si esta carta en el Campo es destruida por el efecto de una carta: añade a tu mano 1 Mágica/Trampa ""Ciber"" o ""Cíber"" en tu Deck. Sólo puedes usar cada efecto de ""Desborde Cibernético"" una vez por turno.",#,Normal,#,#,-1,-1,-1,31/12/2019,R,Caja Grande
Trampa,Cadena Demoniaca,"Activa esta carta seleccionando 1 Monstruo de Efecto en el Campo; niega los efectos de ese monstruo boca arriba mientras esté en el Campo, y además ese monstruo boca arriba no puede atacar. Cuando ese monstruo es destruido, destruye esta carta.",#,Continua,#,#,-1,-1,-1,12/01/2020,UR,Selection Box Grande
Trampa,Carga de Bestia Gladiador,"Selecciona cartas boca arriba en el Campo, hasta el número de monstruos ""Bestia Gladiador"" que controlas con nombres diferentes; destrúyelas.",#,Normal,#,#,-1,-1,-1,29/02/2020,SR,Caja Grande
Trampa,Baile de Reencarnacion de la Lunaluz,"Si uno o más monstruos que controlas son destruidos en batalla o por efecto de una carta: añade a tu mano hasta 2 monstruos ""Lunaluz"" en tu Deck. Sólo puedes activar 1 ""Baile de Reencarnación de la Lunaluz"" por turno.",#,Normal,#,#,-1,-1,-1,29/02/2020,R,Caja Grande
Trampa,Escuadron de Ballista,"Sacrifica 1 monstruo, y después selecciona 1 carta que controle tu adversario; destrúyela.",#,Normal,#,#,-1,-1,-1,25/03/2020,UR,Caja Mini
Trampa,Corte de Karma,"Descarta 1 carta de tu mano. Retira del juego 1 monstruo boca arriba en el Campo de tu adversario. Si hay cartas en el Cementerio de tu adversario con el mismo nombre que el monstruo retirado, también retira esas cartas del juego.",#,Normal,#,#,-1,-1,-1,25/03/2020,SR,Selection Box Mini
Trampa,Juicio Mental,"Cuando un monstruo en el Campo activa su efecto: puedes hacer que el jugador que la activó lance una moneda y decida cara o cruz. Si acertó, manda esta carta al Cementerio. Si no acertó, niega la activación de ese efecto y, si lo haces, cambia el control de ese monstruo a su adversario. Sólo puedes usar este efecto de ""Juicio Mental"" una vez por turno.",#,Continua,#,#,-1,-1,-1,22/06/2020,UR,Gratis
Trampa,Lienzo Meteorologico Tormentoso,"Los Monstruos de Efecto ""Meteorológico/a"" en tus Zonas de Monstruos Principales de la columna de esta carta y sus columnas adyacentes ganan este efecto. -Al comienzo del Damage Step, si esta carta batalla con un monstruo del adversario: puedes desterrar esta carta; devuelve ese monstruo del adversario a la mano. Sólo puedes controlar 1 ""Lienzo Meteorológico Tormentoso"".",#,Continua,#,#,-1,-1,-1,31/07/2020,SR,Caja Grande
Trampa,Posada de Efectivo de los Karakuri,"Selecciona 1 monstruo ""Karakuri"" que controles y 1 Monstruo de Efecto que controle tu adversario; cambia la posición de batalla de tu monstruo y, si lo haces, niega los efectos de ese monstruo del adversario hasta el final de este turno. Si controlas uno o más monstruos ""Karakuri"": puedes desterrar esta carta en tu Cementerio, y después seleccionar 1 monstruo boca arriba en el Campo; cambia la posición de batalla de ese monstruo. Sólo puedes activar 1 ""Posada de Efectivo de los Karakuri"" por turno.",#,Normal,#,#,-1,-1,-1,31/08/2020,SR,Caja Mini
Trampa,Hasta que se Necesiten las Armas Nobles Nuevamente,"Excava cartas de la parte superior de tu Deck, igual a la cantidad de Mágicas de Equipo ""Armas Nobles"" que controles y, si lo haces, añade 1 de ellas a tu mano, y además pon las cartas restantes en la parte superior de tu Deck en cualquier orden. Puedes desterrar esta carta en tu Cementerio, excepto en el turno en el que esta carta fue mandada al Cementerio; Invoca de Modo Especial, desde tu Deck, 1 monstruo ""Noble Caballero"" con un nombre diferente al de las cartas que controlas o en tu Cementerio. Sólo puedes usar este efecto de ""Hasta que se Necesiten las Armas Nobles Nuevamente"" una vez por turno.",#,Normal,#,#,-1,-1,-1,30/11/2020,SR,Estructura
Monstruo,Dragon de Ojos Azules Definitivo,"""Dragon Blanco de Ojos Azules"" + ""Dragon Blanco de Ojos Azules"" + ""Dragon Blanco de Ojos Azules""",#,#,Dragon/Fusion,Luz,12,4500,3800,11/01/2017,UR,Caja Grande
Monstruo,"Bustes Blader, el Esgrimista Destructor de Dragones","1 ""Buster Blader"" + 1 monstruo Dragón. Debe ser Invocado por Fusión. No puede atacar directamente. Gana 1000 ATK/DEF por cada monstruo Dragón que tu adversario controle o que esté en su Cementerio. Cambia a Posición de Defensa todos los monstruos Dragón que controle tu adversario, y además los monstruos Dragón en posesión de tu adversario no pueden activar sus efectos. Si esta carta ataca a un monstruo en Posición de Defensa, inflige daño de batalla de penetración.",#,#,Guerrero/Fusion,Luz,8,2800,2500,13/06/2017,UR,Caja Grande
Monstruo,Paladin Oscuro,"""Mago Oscuro"" + ""Buster Blader"". Debe ser Invocado por Fusión. Cuando una Carta Mágica es activada (Efecto Rápido): puedes descartar 1 carta; niega la activación y, si lo haces, destrúyela. Esta carta debe estar boca arriba en el Campo para activar y resolver este efecto. Gana 500 ATK por cada monstruo Dragón en el Campo y en el Cementerio.",#,#,Lanzador de Conjuros/Fusion,Oscuridad,8,2900,2400,13/06/2017,UR,Caja Grande
Monstruo,Bestia Gladiador Heraklinos,"""Bestia Gladiador Laquari"" + 2 monstruos ""Bestia Gladiador"". Esta carta sólo puede ser Invocada de Modo Especial desde tu Deck Extra devolviendo al Deck las cartas citadas arriba; tú debes controlarlas (no usas ""Polimerización""). Puedes descartar 1 carta de tu mano para negar la activación de una Carta Mágica o de Trampa y destruirla. Puedes usar este efecto durante el turno de cualquier jugador.",#,#,Guerrero-Bestia/Fusion,Fuego,8,3000,2800,07/11/2017,UR,Caja Grande
Monstruo,Bestia Gladiador Nekorius,"3 monstruos ""Bestia Gladiador"". Debe ser primero Invocada de Modo Especial (desde tu Deck Extra) barajando al Deck las cartas listadas arriba que tú controlas. (No usas ""Polimerización""). No puede ser destruida en batalla. Si esta carta ataca o es atacada, tu adversario no puede activar cartas o efectos hasta el final del Damage Step. Al final de la Battle Phase, si esta carta atacó o fue atacada: puedes barajarla al Deck Extra; Invoca de Modo Especial, desde tu Deck, 2 monstruos ""Bestia Gladiador"".",#,#,Bestia Alada/Fusion,Oscuridad,8,2800,1900,07/11/2017,SR,Caja Grande
Monstruo,Bestia Gladiador Essedarii,"2 monstruos ""Bestia Gladiador"". Debe ser primero Invocada de Modo Especial (desde tu Deck Extra) barajando al Deck las cartas mencionadas arriba que controlas. (No usas ""Polimerización"").",#,#,Bestia/Fusion,Tierra,5,2500,1400,07/11/2017,R,Caja Grande
Monstruo,Caballero-Gema Maestro Diamante,"3 monstruos ""Caballero-Gema"". Debe ser primero Invocado por Fusión. Esta carta gana 100 ATK por cada monstruo ""Gema"" en tu Cementerio. Una vez por turno: puedes desterrar 1 Monstruo de Fusión ""Caballero-Gema"" de Nivel 7 o menor en tu Cementerio; hasta la End Phase, el nombre de esta carta se convierte en el de ese monstruo, y reemplaza este efecto con los efectos originales de ese monstruo.",#,#,Roca/Fusion,Tierra,9,2900,2500,31/12/2017,UR,Caja Grande
Monstruo,Caballero-Gema Prismaura,"1 monstruo ""Caballero-Gema"" + 1 monstruo de Tipo Trueno. Debe ser primero Invocado por Fusión. Una vez por turno: puedes mandar al Cementerio 1 carta ""Caballero-Gema"" en tu mano para seleccionar 1 carta boca arriba en el Campo; destruye ese objetivo.",#,#,Trueno/Fusion,Tierra,7,2450,1400,31/12/2017,SR,Caja Grande
Monstruo,Caballero-Gema Serafinita,"1 monstruo ""Caballero-Gema"" + 1 monstruo de LUZ. Debe ser primero Invocado por Fusión con los Material de Fusión listados arriba. Durante tu Main Phase, puedes Invocar de Modo Normal/Colocar 1 monstruo además de tu Invocación Normal/Colocación. (Sólo puedes ganar este efecto una vez por turno).",#,#,Hada/Fusion,Tierra,5,2300,1400,31/12/2017,SR,Caja Grande
Monstruo,Caballero-Gema Citrino,"1 monstruo ""Caballero-Gema"" + 1 monstruo de Tipo Piro Debe ser primero Invocado por Fusión. Si esta carta ataca o es atacada, tu adversario no puede activar cartas o efectos hasta el final del Damage Step.",#,#,Piro/Fusion,Tierra,7,2200,1950,31/12/2017,R,Caja Grande
Monstruo,Caballeto-Gema Rubi,"""Caballero-Gema Granate"" + 1 monstruo ""Caballero-Gema"". Primero debe ser Invocado por Fusión utilizando los Monstruos Material de Fusión mencionados arriba. Una vez por turno: puedes Sacrificar 1 monstruo ""Gema-"" boca arriba: esta carta gana ATK igual al ATK en el Campo del monstruo Sacrificado, hasta la End Phase. Si esta carta ataca a un monstruo en Posición de Defensa, inflígele daño de batalla de penetración a tu adversario.",#,#,Piro/Fusion,Tierra,6,2500,1300,31/12/2017,R,Caja Grande
Monstruo,Super Dragon Chimeratech,"""Ciber Dragón"" + 1+ monstruos Máquina. Debe ser Invocado por Fusión. Si esta carta es Invocada por Fusión: manda al Cementerio todas las demás cartas que controles. El ATK/DEF originales de esta carta se convierten, cada uno, en la cantidad de Materiales de Fusión que utilizaste para Invocarla por Fusión x 800. Cada turno, esta carta puede atacar a los monstruos de tu adversario tantas veces como Materiales de Fusión usados para su Invocación por Fusión.",#,#,Maquina/Fusion,Oscuridad,9,-1,-1,23/07/2018,UR,Gratis
Monstruo,Dragon de Corte de Ojos Rojos,"""Dragón Negro de Ojos Rojos"" + 1 monstruo Guerrero. Cuando un monstruo ""Ojos Rojos"" declara un ataque: puedes seleccionar 1 monstruo Guerrero en tu Cementerio; equípalo a esta carta como una Mágica de Equipo que da a esta carta 200 ATK. Cuando es activada una carta o efecto que selecciona una carta que tú controlas (Efecto Rápido): puedes mandar al Cementerio 1 Carta de Equipo que controles; niega la activación y, si lo haces, destruye esa carta. Si esta carta es destruida en batalla o por el efecto de una carta: puedes Invocar de Modo Especial, desde tu Cementerio, tantos monstruos como sea posible que estuvieron equipados a esta carta.",#,#,Dragon/Fusion,Oscuridad,7,2800,2400,25/01/2018,UR,Estructura
Monstruo,HEROE Vision de Trinidad,"3 monstruos ""HÉROE"". Después de que esta carta sea Invocada por Fusión, por el resto de este turno, el ATK de esta carta se convierte en el doble de su ATK original. Esta carta Invocada por Fusión puede hacer un segundo y tercer ataque durante cada Battle Phase. No puede atacar directamente.",#,#,Guerrero/Fusion,Oscuridad,8,2500,2000,01/03/2018,R,Estructura
Monstruo,HEROE Enmascarado Anki,"Debe ser Invocado de Modo Especial con ""Cambio de Máscara"". Esta carta puede atacar directamente, pero cuando lo hace usando este efecto, el daño de batalla infligido a tu adversario se divide a la mitad. Cuando esta carta destruye un monstruo del adversario en batalla y lo manda al Cementerio: puedes añadir a tu mano 1 Carta Mágica de Juego Rápido ""Cambio/a"" en tu Deck. Sólo puedes usar este efecto de ""HÉROE Enmascarado Anki"" una vez por turno.",#,#,Guerrero/Fusion,Oscuridad,8,2800,1200,03/04/2018,UR,Caja Grande
Monstruo,Caballero-Gema Dama Diamante Brillante,"3 monstruos ""Caballero-Gema"". Debe ser primero Invocado por Fusión con los Materiales de Fusión listados arriba. Sólo puedes Invocar de Modo Especial uno o más ""Caballero-Gema Dama Diamante Brillante"" una vez por turno. Una vez por turno: puedes mandar al Cementerio 1 monstruo ""Caballero-Gema"" boca arriba que controles y, si lo haces, Invoca de Modo Especial, desde tu Deck Extra, 1 Monstruo de Fusión ""Caballero-Gema"", ignorando sus condiciones de Invocación.",#,#,Roca/Fusion,Tierra,10,3400,2000,09/07/2018,UR,Caja Grande
Monstruo,Caballero-Gema Zirconia,"1 monstruo ""Caballero-Gema"" + 1 monstruo de Tipo Roca",#,#,Roca/Fusion,Tierra,8,2900,2500,09/07/2018,R,Caja Grande
Monstruo,Caballero-Gema Amatista,"1 monstruo ""Caballero-Gema"" + 1 monstruo de Tipo Aqua Debe ser primero Invocado por Fusión. Cuando esta carta es mandada al Cementerio desde el Campo: devuelve a la mano todas las Cartas Mágicas y de Trampa Colocadas en el Campo.",#,#,Aqua/Fusion,Tierra,7,1950,2450,09/07/2018,R,Caja Grande
Monstruo,Caballero-Gema Dama Lapis Lazuli,"""Caballero-Gema Lapis"" + 1 monstruo ""Caballero-Gema"". Debe ser primero Invocado por Fusión con los Material de Fusión listados arriba. Sólo puedes Invocar de Modo Especial uno o más ""Caballero-Gema Dama Lapis Lázuli"" por turno. Una vez por turno: puedes mandar al Cementerio 1 monstruo ""Caballero-Gema"" en tu Deck o Deck Extra y, si lo haces, inflige 500 puntos de daño a tu adversario por cada monstruo en el Campo que fue Invocado de Modo Especial.",#,#,Roca/Fusion,Tierra,5,2400,1000,09/07/2018,R,Caja Grande
Monstruo,Dragon Ciber Final,"""Ciber Dragón"" + ""Ciber Dragón"" + ""Ciber Dragón"". Una Invocación por Fusión de esta carta sólo puede hacerse con los Materiales de Fusión listados arriba. Si esta carta ataca a un monstruo en Posición de Defensa, inflige daño de batalla de penetración.",#,#,Maquina/Fusion,Luz,10,4000,2800,23/07/2018,UR,Gratis
Monstruo,HEREO Elemental Gaia,"1 monstruo ""HÉROE Elemental"" + 1 monstruo de TIERRA. Debe ser Invocado por Fusión y no puede ser Invocado de Modo Especial de otra forma. Cuando este carta es Invocada por Fusión: selecciona 1 monstruo boca arriba que controle tu adversario; hasta la End Phase, el ATK de ese monstruo se reduce a la mitad y esta carta gana esa misma cantidad de ATK.",#,#,Guerrero/Fusion,Tierra,6,2200,2600,27/08/2018,UR,Caja Grande
Monstruo,Dragon Plateado de Ojos Ceruleos,"1 Cantante + 1 o más Monstruos Normales que no sean Cantantes. Si esta carta es Invocada de Modo Especial: hasta el final del próximo turno, los monstruos de Tipo Dragón que controles en este momento no pueden ser seleccionados o destruidos por efectos de cartas. Una vez por turno, durante tu Standby Phase: puedes seleccionar 1 Monstruo Normal en tu Cementerio; Invoca ese objetivo de Modo Normal.",#,#,Dragon/Sincronia,Luz,9,2500,3000,25/09/2018,SR,Caja Grande
